FlowCell Text Data File: 250529-blank.csv
Software Version: 2.30
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.211
Date: 2025-05-29
Time: 22:10:42
User: Bard

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 41 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2
w2t:  x 10^0
Sample Volume: 15 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 14
Distance/fraction: 5.59 mm
Start Distance: 0.00 mm
Volume/fraction: 0.797 ml
Data Samples/mm: 10.00

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 500 ms
LED1 (260 nm) On Time: 16 ms
Sample A Zero: 859429
Source A Zero: 226164.7

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
840033.484, 224454.210, 34.75, 0.034285, , 
839972.790, 224357.887, 34.85, 0.033481, , 
840493.935, 224407.419, 34.95, 0.032582, , 
841016.710, 224407.419, 35.05, 0.031183, , 
841551.758, 224407.419, 35.15, 0.029752, , 
841900.677, 224407.419, 35.25, 0.028819, , 
841839.516, 224407.419, 35.35, 0.028982, , 
841855.694, 224407.419, 35.45, 0.028939, , 
842432.419, 224362.919, 35.55, 0.026952, , 
842783.452, 224438.806, 35.65, 0.026775, , 
842636.016, 224394.758, 35.75, 0.026727, , 
842793.597, 224359.500, 35.85, 0.025953, , 
843289.435, 224427.984, 35.95, 0.025316, , 
843683.000, 224450.855, 36.05, 0.024495, , 
843407.065, 224354.677, 36.15, 0.024267, , 
843240.661, 224274.887, 36.25, 0.023910, , 
843239.161, 224273.629, 36.35, 0.023902, , 
843665.419, 224278.952, 36.44, 0.022818, , 
843590.903, 224250.274, 36.55, 0.022729, , 
844026.000, 224344.532, 36.65, 0.022514, , 
844659.032, 224505.710, 36.74, 0.022443, , 
845225.694, 224593.000, 36.84, 0.021809, , 
844963.613, 224495.984, 36.94, 0.021534, , 
845237.177, 224512.742, 37.04, 0.020974, , 
845322.887, 224517.661, 37.14, 0.020795, , 
845486.548, 224556.565, 37.24, 0.020749, , 
845301.516, 224506.758, 37.34, 0.020743, , 
845104.065, 224406.000, 37.44, 0.020258, , 
845716.532, 224557.048, 37.54, 0.020142, , 
845298.129, 224412.339, 37.64, 0.019805, , 
845291.097, 224392.984, 37.74, 0.019630, , 
845368.565, 224393.306, 37.84, 0.019427, , 
845384.306, 224378.371, 37.94, 0.019235, , 
845521.855, 224401.758, 38.04, 0.019103, , 
845374.452, 224348.984, 38.14, 0.018966, , 
845119.258, 224268.355, 38.24, 0.018837, , 
845702.258, 224389.871, 38.34, 0.018504, , 
846023.145, 224481.194, 38.44, 0.018566, , 
846000.016, 224484.677, 38.54, 0.018662, , 
845912.419, 224458.048, 38.63, 0.018628, , 
846028.726, 224445.806, 38.74, 0.018196, , 
846043.903, 224449.645, 38.83, 0.018194, , 
846047.323, 224434.435, 38.93, 0.018033, , 
845826.919, 224367.500, 39.03, 0.017948, , 
846025.258, 224410.129, 39.13, 0.017848, , 
846192.468, 224450.113, 39.23, 0.017804, 7, 0.809
846307.903, 224449.226, 39.33, 0.017488, , 
846318.274, 224461.097, 39.43, 0.017580, , 
846337.339, 224480.274, 39.53, 0.017721, , 
846845.968, 224590.242, 39.63, 0.017471, , 
846729.629, 224553.274, 39.73, 0.017410, , 
846519.210, 224487.855, 39.83, 0.017314, , 
846726.274, 224533.677, 39.93, 0.017222, , 
846838.629, 224583.113, 40.03, 0.017419, , 
846778.161, 224544.290, 40.13, 0.017191, , 
846510.242, 224490.871, 40.23, 0.017368, , 
846842.081, 224550.355, 40.33, 0.017082, , 
846509.532, 224452.645, 40.43, 0.016986, , 
846778.000, 224531.710, 40.52, 0.017065, , 
846668.371, 224496.694, 40.62, 0.017006, , 
846364.177, 224496.694, 40.73, 0.017814, , 
846816.403, 224496.694, 40.82, 0.016612, , 
846607.758, 224496.694, 40.93, 0.017167, , 
846745.306, 224496.694, 41.03, 0.016801, , 
846588.403, 224496.694, 41.12, 0.017218, , 
846463.097, 224406.532, 41.22, 0.016647, , 
846621.661, 224482.871, 41.32, 0.016991, , 
846720.145, 224480.516, 41.42, 0.016706, , 
846469.097, 224420.806, 41.52, 0.016775, , 
846806.645, 224490.258, 41.62, 0.016574, , 
846479.468, 224405.532, 41.72, 0.016594, , 
846621.548, 224457.435, 41.82, 0.016737, , 
846610.452, 224445.645, 41.92, 0.016648, , 
846911.129, 224521.339, 42.02, 0.016608, , 
846714.419, 224465.258, 42.12, 0.016568, , 
846654.790, 224439.129, 42.22, 0.016465, , 
846702.774, 224454.726, 42.32, 0.016493, , 
846836.065, 224499.774, 42.42, 0.016591, , 
847121.403, 224562.758, 42.52, 0.016464, , 
846890.806, 224502.339, 42.62, 0.016471, , 
846767.839, 224464.694, 42.71, 0.016421, , 
846957.597, 224522.903, 42.81, 0.016500, , 
846653.565, 224445.565, 42.91, 0.016532, , 
846653.774, 224435.306, 43.02, 0.016429, , 
846843.113, 224480.532, 43.12, 0.016379, , 
