FlowCell Text Data File: 250529-3-C1.csv
Software Version: 2.30
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.211
Date: 2025-05-29
Time: 23:02:23
User: Bard

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 41 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2
w2t:  x 10^0
Sample Volume: 15 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 14
Distance/fraction: 5.59 mm
Start Distance: 0.00 mm
Volume/fraction: 0.797 ml
Data Samples/mm: 10.00

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 500 ms
LED1 (260 nm) On Time: 16 ms
Sample A Zero: 859429
Source A Zero: 226164.7

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
691916.726, 225634.581, 32.94, 0.482619, , 
687570.452, 225590.742, 33.04, 0.496363, , 
683064.129, 225623.339, 33.14, 0.511486, , 
677906.419, 225622.952, 33.24, 0.528539, , 
672611.242, 225644.194, 33.34, 0.546398, , 
666708.000, 225641.290, 33.44, 0.566207, , 
660742.629, 225698.500, 33.54, 0.587004, , 
654383.242, 225622.032, 33.64, 0.608006, 6, 0.809
648887.226, 225563.984, 33.74, 0.626408, , 
643480.565, 225478.419, 33.83, 0.644384, , 
639254.645, 225489.532, 33.94, 0.659323, , 
636004.694, 225574.290, 34.03, 0.671639, , 
633882.984, 225592.226, 34.13, 0.679338, , 
632920.113, 225598.097, 34.23, 0.682817, , 
632701.613, 225509.242, 34.33, 0.682708, , 
633837.435, 225571.145, 34.43, 0.679289, , 
636037.484, 225555.161, 34.53, 0.671332, , 
639301.855, 225682.758, 34.63, 0.661084, , 
641821.032, 225653.177, 34.73, 0.651939, , 
645174.484, 225673.613, 34.83, 0.640415, , 
649936.984, 225728.613, 34.93, 0.624412, , 
654580.726, 225621.790, 35.03, 0.607325, , 
659299.645, 225621.790, 35.13, 0.591159, , 
664080.887, 225621.790, 35.23, 0.574898, , 
667839.113, 225621.790, 35.33, 0.562198, , 
671643.194, 225621.790, 35.43, 0.549416, , 
675843.387, 225621.790, 35.53, 0.535386, , 
679460.855, 225872.984, 35.63, 0.525877, , 
682149.177, 225820.177, 35.73, 0.516464, , 
684679.097, 225801.984, 35.83, 0.507952, , 
686912.500, 225790.387, 35.93, 0.500508, , 
689193.468, 225793.194, 36.03, 0.493075, , 
691802.226, 225726.371, 36.13, 0.483907, , 
694381.823, 225734.742, 36.23, 0.475615, , 
696017.032, 225694.452, 36.33, 0.469919, , 
697890.790, 225724.452, 36.43, 0.464168, , 
699926.177, 225737.387, 36.53, 0.457743, , 
701503.177, 225728.806, 36.63, 0.452593, , 
702653.984, 225715.742, 36.73, 0.448774, , 
704310.903, 225807.048, 36.83, 0.444384, , 
705804.581, 225773.339, 36.92, 0.439280, , 
707438.548, 225837.435, 37.03, 0.434715, , 
707904.371, 225699.500, 37.12, 0.431859, , 
706922.774, 225925.000, 37.22, 0.437229, , 
708903.710, 225803.484, 37.32, 0.429721, , 
712032.581, 225906.194, 37.42, 0.420833, , 
713180.532, 225859.468, 37.52, 0.416743, , 
714116.677, 225919.048, 37.62, 0.414384, , 
714262.484, 225815.258, 37.72, 0.412891, , 
715223.323, 225937.597, 37.82, 0.411084, , 
715828.790, 225982.000, 37.92, 0.409622, , 
715807.694, 225910.645, 38.02, 0.408978, , 
